x1,x2,label
2.9291873457056083,2.6193068937117423,0
2.6392410081808233,2.348976886115477,0
2.6435075733422093,1.8549928129281745,0
2.8694380313237935,1.6988861246300353,0
2.6131863047837127,1.65110700602089,0
2.6343196037968246,2.388124215792749,0
2.8971350146889336,1.7165613837048357,0
3.3803312533897865,2.135096284904325,0
2.808247567197217,2.5291378514868854,0
3.27049576620667,1.984520454280124,0
2.626635834513357,2.613856636493532,0
3.4431598064641094,1.9330904857971154,0
3.3245813994853677,1.7196862089350842,0
3.365784425098007,2.4617333622469877,0
3.3199191378670956,2.271422255559812,0
3.335083146988013,1.6888443376993647,0
3.1195915259669325,2.567306464655504,0
3.3540411624483863,2.524443464504448,0
2.659868897272898,2.183466078812362,0
3.353794735494053,1.887849151103025,0
2.953836546075563,1.6624502237765033,0
3.258406143378821,1.8545922857927966,0
2.643649011510271,1.9094774382642485,0
3.385609482108518,1.6963707278451732,0
3.359127533243764,1.803783751321633,0
2.855660865035792,2.5559178975664434,0
2.6412622839176105,2.033618062293467,0
2.6518934979113666,2.6140726740995284,0
2.5879175345644105,1.8023186911033204,0
3.3708277976574226,1.663765858194466,0
3.3156865480145608,2.0693865979091712,0
3.317458296953236,1.6422531885063505,0
3.1238002876142423,2.4719921988841547,0
3.3640300026256296,1.8809427696437238,0
3.272082716334957,1.6854111657551891,0
2.6233057121083334,2.3169870623549786,0
3.337781945679905,1.6904999293369358,0
3.137009310192924,2.4874618260514745,0
3.423608546881523,2.033930183890292,0
3.4129206772222815,2.330403983068324,0
2.653390944205951,2.4880652523881217,0
3.4009595399856876,1.8054682768286188,0
3.351881680970561,2.0546105666160743,0
2.6567143263796287,2.2486807107508793,0
2.7776174608766935,1.6636384861572218,0
2.636419864053282,2.1402585220459516,0
2.70662971412268,2.239054094274743,0
2.6492262858977687,1.7416774217372246,0
3.3315771895082458,2.0687990782183987,0
2.9774607309004013,1.6622782633758355,0
3.3842832691566658,2.5299386167321045,0
3.270250335324624,2.6278675697406726,0
2.66495381741752,2.398810491660258,0
2.639138485987347,1.7635821950756043,0
2.9942990492217234,1.7084631612518042,0
