x1,x2,label
4.9265872034464095,0.41989967663874417,0
2.979650594765353,4.104221454616954,0
2.3368326889754685,4.026667262662395,0
2.144348891083933,3.201133853743717,0
3.99702794688079,6.035430942104172,0
3.8870599627427556,4.248726314581766,0
3.6038165171078074,5.890791126868562,0
3.7374722122259647,3.853895800050048,0
5.983756176903522,3.7516712711364706,0
2.521404392839375,3.120180672183685,0
2.2893299910965155,4.036115147912662,0
0.6812042671688232,4.430870183581346,0
2.3572664944876873,6.006136626806505,0
3.82438123143478,7.0758658117851665,0
5.173423687493727,6.787423567690652,0
2.735100862517551,4.135146199061963,0
5.087652305183383,4.646622689294593,0
3.402645106543944,6.28295492374095,0
3.3436180618464517,3.87470304566177,0
4.643162887511714,6.848845807114011,0
5.924684997645001,5.97506287530651,0
4.070031763031472,6.399624991353056,0
3.3509548277837062,5.1771456894551635,0
4.333951219080182,4.121232959990225,0
2.201181057241433,5.727866976662812,0
3.4700671258696967,5.603475360019499,0
3.2059352512875403,6.045871134639938,0
2.5500065987659006,5.1167200969315365,0
2.184712938935686,6.118441069946196,0
4.660037804401851,5.062263352854646,0
4.045398330213419,6.138321636868181,0
5.198887786279241,5.045912755134068,0
2.2331151133114764,5.311935227447823,0
5.825489287715937,2.025807735159724,0
5.913790630400973,4.993474268942627,0
5.572229651920264,5.842792707533405,0
2.457402391259652,2.907511141335088,0
4.110399709689568,6.360491839035863,0
3.8228877876457994,5.038768753475188,0
4.688019748305729,5.685328475852379,0
5.274987393135118,2.855938247236544,0
4.640163876887385,7.58028478513366,0
3.6101629697635857,3.703827880388298,0
5.186161851650254,5.854245957184184,0
5.497844286416649,5.889460294465753,0
2.230770928026545,3.4670282240220014,0
3.032829417797619,3.6345937094927914,0
2.3910599630336193,5.870108913144401,0
5.646731323911176,6.025143790533322,0
3.9046868663708283,5.409110134720041,0
1.8331792850290758,4.059487269362137,0
5.7400313601496356,6.255301836886508,0
5.715664068889546,5.071622762076489,0
2.9259221677761085,2.024422402216866,0
4.4033100927969855,4.123899557383086,0
2.8226572659519817,4.455380854144206,0
3.9406982430254685,4.804446320766157,0
3.6956207945444204,3.028945372304473,0
5.725661135590499,4.728215515052533,0
2.9280273399183043,3.4028798356404897,0
5.412231414982401,5.662570126426159,0
1.5964795909418035,2.4042261252340986,0
2.733908127900257,4.566050676624803,0
4.631957425907249,4.392809138254609,0
4.651327118403356,5.017263362445009,0
3.892591538025226,9.52596081188019,0
2.97115392846025,4.179173555658023,0
4.909628544633159,4.497069732155958,0
3.217507358724826,3.8832492103223437,0
4.761740846648391,3.279714035189169,0
1.8323997154004723,6.410647211084565,0
3.574127407059546,6.005130322319221,0
2.9761538923909154,5.953178833388085,0
2.8774373001060876,3.987713681233446,0
4.303104710894972,5.816066149148135,0
4.5109004885120605,4.405561452583443,0
3.1568398295582893,4.9302024754642195,0
4.988744412145132,5.7893087974191335,0
0.34826151639525227,2.8094594682889618,0
1.6562403352757982,7.148201043035489,0
6.670768870964652,3.240037526228165,0
7.266033467262432,5.547849531746638,0
2.866665327091768,5.613224564408139,0
5.170897075689429,8.169483401648346,0
4.99837613959871,6.457100741549931,0
3.149392839092592,4.922767956559277,0
3.8395098825183966,5.145395956936816,0
4.890975398182523,6.38866490171457,0
2.1919089293653427,4.8487863411163,0
0.4182744532406866,3.356019732615077,0
1.7856924825729377,5.761452805526714,0
4.912563619845556,3.605161102977262,0
5.0980601184881555,8.381659596191344,0
2.6741232161681348,5.189814085851989,0
4.024450108062516,5.641299684439044,0
1.818133582294033,3.4171032115195663,0
5.501419033480651,5.729618319054966,0
3.589780197442449,2.639998571383559,0
8.633205355052896,5.529653564985363,0
4.623939650424912,7.053938266812375,0
4.588866052726217,4.234207545419101,0
5.387091666095913,6.183181392740956,0
4.663987225540362,4.655204040546442,0
4.927864679268989,4.562643612835821,0
4.31383477626482,1.0797213425640564,0
4.785123072585271,3.9704992154848426,0
3.5037689372011505,4.083198185793979,0
3.1585044176377393,5.109452687866011,0
2.908260225238325,5.6810872979682445,0
4.540252369778825,7.242703139148187,0
3.878483768446077,5.559401130805495,0
1.437766576938202,4.4491666748658,0
4.029084271244562,1.0031032079500926,0
4.093503874514407,6.818259431366284,0
5.29399410349206,5.967362148380394,0
1.5097686837471809,4.074479593755708,0
4.556371849877172,6.368165490048872,0
3.294436228021175,4.414962771387437,0
3.973893485851218,5.227119196405362,0
5.387357548880658,6.613669842928042,0
4.6148904115419604,6.318931747163081,0
4.369321616498278,3.772244465414354,0
3.0690805442686298,4.705577167514276,0
3.392915019085327,5.691277554367919,0
